Geography,Gender,Age,Tenure,Balance,HasCrCard,EstimatedSalary,CreditScore,IsActiveMember,NumOfProducts,Churn
Germany,Male,39.0,5,113193.51,1,52166.25,615,1,2,0
Germany,Male,27.0,8,113174.21,1,147261.58,712,0,2,0
France,Female,24.0,0,0.0,1,88724.49,764,0,2,0
France,Male,42.0,3,164951.56,1,190531.77,471,0,1,0
Spain,Male,27.0,4,153325.1,1,199953.33,608,1,1,0
Spain,Female,47.0,10,134032.01,1,144290.97,682,0,1,0
Germany,Female,32.0,3,125445.04,1,130514.78,587,1,2,0
Germany,Female,35.0,6,126077.43,1,53954.24,714,1,2,0
Spain,Female,31.0,1,0.0,1,169802.73,630,1,2,0
Germany,Female,28.0,8,90371.09,1,146851.73,648,1,1,0
France,Female,40.0,3,0.0,1,96832.82,785,1,2,0
Germany,Female,47.0,1,142802.02,1,57553.02,601,1,1,0
France,Female,28.0,1,90537.16,0,74800.99,717,1,1,0
France,Female,44.0,6,0.0,1,192542.17,707,1,2,0
France,Female,23.0,7,156123.73,1,72990.62,771,0,1,0
France,Female,35.0,5,0.0,1,31050.02,602,0,2,0
France,Male,38.0,7,141074.59,1,52795.56,626,0,1,1
Spain,Male,59.0,4,0.0,1,27435.41,588,1,2,0
Germany,Female,42.0,6,117899.95,0,150266.81,616,0,2,0
Spain,Male,33.0,4,0.0,1,40299.23,621,1,2,0
France,Male,26.0,6,166257.96,1,149369.41,674,1,1,0
Spain,Female,46.0,3,0.0,1,120250.58,633,0,2,0
Germany,Female,64.0,1,169362.43,1,84760.32,698,0,1,1
France,Male,26.0,7,205962.0,1,156424.4,508,0,1,0
France,Female,24.0,0,0.0,1,109355.73,736,0,2,1
Germany,Male,68.0,0,126061.51,1,184936.77,672,1,2,0
France,Female,21.0,7,105627.95,1,36560.51,613,1,1,0
France,Male,32.0,9,100606.02,1,165693.06,712,0,1,0
France,Female,38.0,3,0.0,1,163666.85,624,1,2,0
France,Male,38.0,1,0.0,0,35644.79,676,1,2,0
Germany,Female,32.0,0,138171.1,1,188203.58,683,1,2,0
France,Female,31.0,7,139395.08,0,6120.84,489,1,1,0
France,Male,29.0,1,0.0,1,164484.78,739,1,2,0
France,Female,37.0,3,0.0,1,164268.28,701,1,2,0
Germany,Female,50.0,7,109062.28,1,140136.1,666,1,1,1
Germany,Female,40.0,1,89994.71,0,121084.27,565,1,2,0
France,Male,36.0,3,0.0,1,35156.54,666,0,2,0
France,Male,59.0,2,103996.74,1,103159.11,633,1,1,0
France,Male,34.0,4,175111.11,1,74858.3,578,1,1,0
Spain,Female,49.0,8,66079.45,0,91556.57,812,0,2,1
Germany,Male,33.0,8,148055.74,0,199203.21,809,0,1,0
France,Male,36.0,6,0.0,1,27011.8,615,1,1,1
Spain,Female,31.0,8,0.0,1,188637.05,684,0,2,0
France,Male,40.0,8,0.0,1,61581.2,544,0,2,0
Germany,Male,47.0,1,95994.98,1,197529.23,713,0,1,0
France,Male,37.0,2,0.0,1,182258.17,633,0,2,0
Germany,Female,23.0,10,110741.56,1,80778.5,672,0,1,0
France,Male,35.0,5,0.0,1,155394.52,661,0,1,0
Spain,Female,28.0,3,0.0,1,3408.7,749,0,1,0
Spain,Female,32.0,8,0.0,1,19367.98,635,1,2,1
Germany,Female,70.0,1,96947.58,1,62282.99,850,0,3,1
France,Male,41.0,6,0.0,1,65396.79,641,0,2,0
Germany,Male,30.0,2,109786.82,1,139712.81,633,1,2,0
Spain,Male,35.0,2,0.0,1,60972.84,413,1,2,0
France,Male,31.0,1,0.0,1,1375.46,538,0,2,0
France,Female,39.0,0,102721.49,0,22191.82,437,0,1,0
Spain,Male,33.0,5,69478.57,1,8973.67,612,0,1,1
Germany,Female,53.0,1,156674.2,1,118502.34,516,0,1,1
Spain,Female,56.0,8,174506.1,0,161802.82,826,1,2,1
Germany,Female,23.0,6,166070.48,0,90494.72,660,0,2,0
Germany,Female,29.0,4,105957.44,1,15470.91,646,0,1,0
France,Male,36.0,3,0.0,0,65147.27,767,0,1,0
France,Male,40.0,8,110340.68,1,157886.6,640,1,1,0
France,Male,33.0,1,0.0,1,85439.73,778,0,2,0
Germany,Male,52.0,9,135870.01,0,54038.62,679,0,2,0
France,Male,31.0,4,0.0,0,25684.85,549,1,2,0
France,Male,47.0,2,0.0,1,186116.54,598,1,2,0
France,Female,45.0,0,0.0,1,166830.71,655,0,2,0
France,Male,30.0,3,85704.95,0,27886.06,494,1,1,0
France,Female,42.0,1,0.0,1,5768.32,653,1,2,0
Germany,Female,38.0,8,105435.74,0,80575.44,539,0,1,1
France,Female,37.0,1,0.0,1,68987.55,645,1,2,0
Germany,Male,34.0,9,108513.25,1,27097.82,751,1,2,0
France,Male,35.0,3,156687.1,1,199320.77,528,0,1,0
Germany,Male,31.0,3,150604.52,0,5566.6,696,0,1,0
France,Female,44.0,6,155114.9,0,133871.83,716,0,1,0
France,Female,35.0,8,0.0,1,152843.53,602,1,2,0
Spain,Female,64.0,1,91216.0,1,41800.18,647,1,1,0
Germany,Male,61.0,3,141784.02,1,92053.75,850,1,1,0
France,Female,32.0,0,127763.24,1,100717.54,590,0,1,0
Spain,Female,32.0,1,0.0,1,42935.15,825,1,2,0
Spain,Male,31.0,6,82613.56,1,149170.92,850,0,2,0
France,Female,32.0,7,69423.52,1,107499.39,789,0,1,0
France,Female,42.0,6,86167.82,1,153342.38,701,0,1,0
Spain,Female,47.0,1,0.0,1,107825.08,713,0,1,1
France,Male,30.0,2,131406.56,1,47952.45,570,1,1,0
Germany,Female,44.0,4,121898.82,0,131007.18,536,0,1,0
Germany,Male,32.0,9,77487.2,0,33143.04,771,0,1,0
France,Female,75.0,2,0.0,1,123304.62,512,0,1,0
Spain,Male,45.0,5,164450.94,1,141970.02,698,0,1,1
France,Male,33.0,7,138705.02,1,37136.15,656,0,2,0
Spain,Male,37.0,7,132730.17,1,199293.01,761,0,1,0
France,Female,30.0,5,0.0,0,161388.22,709,1,2,0
Spain,Female,66.0,3,0.0,1,70532.53,597,1,1,0
France,Male,28.0,2,116498.22,1,144290.25,592,0,1,0
France,Female,41.0,1,0.0,1,96069.82,599,0,2,0
Germany,Female,35.0,1,139979.07,1,185662.84,572,0,1,0
Germany,Female,43.0,9,127216.31,0,17913.25,611,1,2,0
France,Female,45.0,2,0.0,1,101039.53,634,0,4,1
France,Male,51.0,2,148222.65,0,156953.54,666,0,1,1
France,Female,41.0,8,0.0,0,28276.83,696,0,2,0
France,Female,38.0,8,0.0,1,84049.16,669,0,2,0
Spain,Male,30.0,8,134152.29,1,147822.44,726,1,1,0
Germany,Female,32.0,8,111537.23,1,9497.99,497,1,4,1
Spain,Female,39.0,7,119565.92,1,87067.73,750,0,1,0
Spain,Female,29.0,7,0.0,1,23237.25,850,0,2,0
Spain,Male,38.0,7,0.0,1,27239.28,617,1,1,0
Germany,Male,46.0,10,121063.8,1,151481.86,652,0,3,1
Spain,Female,27.0,7,124995.98,1,114669.79,560,1,1,0
Spain,Male,39.0,5,0.0,0,116748.14,629,0,2,0
Germany,Female,52.0,4,86891.84,1,90877.76,660,0,1,0
France,Male,38.0,8,0.0,1,133692.88,676,1,2,0
Spain,Male,43.0,9,78022.61,0,30662.91,581,1,1,0
France,Male,34.0,9,154495.79,1,191395.88,798,0,1,0
France,Male,38.0,1,189443.72,0,106648.58,705,1,1,0
Spain,Female,31.0,6,152926.6,1,50899.91,714,1,1,0
France,Female,44.0,8,142989.69,1,115452.51,664,1,1,1
Germany,Male,43.0,7,115371.94,1,64139.1,697,0,2,0
France,Male,37.0,6,0.0,0,22030.72,609,1,2,0
Spain,Male,38.0,0,178056.54,1,38434.73,548,0,2,0
Spain,Male,39.0,6,206014.94,0,42774.84,850,1,2,1
France,Male,41.0,2,0.0,1,158973.77,656,0,2,0
Germany,Male,37.0,9,101191.83,1,34551.35,727,1,1,1
France,Female,55.0,7,0.0,1,101515.76,642,1,2,0
Spain,Female,31.0,5,0.0,1,9561.73,710,0,2,0
Spain,Male,33.0,1,0.0,1,168313.17,710,0,2,0
France,Female,37.0,7,0.0,1,55100.09,718,1,2,0
Germany,Male,32.0,1,149814.54,1,31830.06,586,0,1,0
Spain,Female,36.0,7,115617.24,1,71519.4,617,1,1,0
France,Male,28.0,9,0.0,0,32599.35,630,0,2,0
Germany,Female,42.0,10,113657.41,0,139946.68,791,1,2,1
Spain,Male,39.0,8,138160.0,1,110468.51,673,1,1,0
Germany,Female,36.0,3,117700.86,0,74042.0,477,0,1,0
France,Female,37.0,5,0.0,1,151871.84,662,0,2,0
Germany,Male,37.0,9,122506.38,0,199693.84,850,1,1,1
France,Female,58.0,1,0.0,1,58907.08,635,1,1,1
France,Male,59.0,9,0.0,0,103799.77,537,0,2,1
France,Female,39.0,3,166501.17,1,93835.64,579,0,2,0
Spain,Female,46.0,4,89743.05,1,156425.57,651,0,1,1
France,Female,25.0,2,0.0,1,123723.83,610,0,2,0
France,Male,30.0,1,0.0,1,199464.08,581,0,2,0
France,Male,39.0,7,0.0,1,83084.33,592,0,2,0
Spain,Female,35.0,6,0.0,1,25488.43,688,0,1,1
France,Female,18.0,1,98894.39,1,9596.4,681,1,1,0
Germany,Male,37.0,3,168735.74,0,70370.24,658,0,2,0
France,Male,34.0,1,0.0,0,86330.32,792,1,1,0
Germany,Female,62.0,7,133201.17,0,168507.68,528,0,1,1
Spain,Female,36.0,0,0.0,1,111605.9,624,0,2,0
Germany,Male,31.0,4,127237.25,0,143317.42,562,1,2,0
Germany,Male,36.0,1,117864.85,1,27619.06,678,0,2,0
Germany,Female,64.0,3,153469.26,0,146573.66,705,0,3,1
Germany,Male,23.0,4,93911.3,1,69055.45,650,0,2,0
Spain,Female,46.0,2,76597.79,1,54453.72,593,1,1,0
France,Female,40.0,4,79927.36,1,33524.6,652,1,2,0
Spain,Female,27.0,4,0.0,1,135083.73,554,1,2,0
Germany,Male,32.0,8,40172.91,1,137439.34,584,1,1,0
France,Male,33.0,7,115195.58,1,11205.5,516,1,1,0
Germany,Female,43.0,9,116644.29,1,60176.1,789,1,2,0
Germany,Male,20.0,8,180293.84,1,29552.7,598,1,2,0
Germany,Female,30.0,7,139872.81,1,188795.85,669,0,1,0
France,Female,24.0,3,34547.82,1,11638.17,645,1,1,0
France,Female,32.0,9,0.0,1,93155.75,659,1,2,0
Germany,Male,29.0,1,96462.25,0,48986.18,833,1,2,0
Spain,Female,40.0,7,130334.35,0,116951.1,697,1,2,0
Germany,Male,39.0,3,119688.81,1,137041.26,580,0,1,0
France,Male,38.0,1,0.0,0,44653.5,691,0,2,0
France,Male,52.0,1,0.0,1,104035.41,534,1,3,1
France,Female,32.0,6,71187.24,1,110593.62,478,1,1,0
France,Female,47.0,2,0.0,1,36099.7,572,0,2,0
France,Male,37.0,4,0.0,0,12470.3,501,0,2,0
Spain,Female,38.0,8,0.0,1,95403.41,624,0,2,0
France,Female,39.0,9,136422.41,1,151757.81,595,1,1,0
France,Male,30.0,8,0.0,1,47536.46,603,1,2,0
France,Female,25.0,0,0.0,1,101274.17,602,1,2,0
France,Female,34.0,6,0.0,1,140268.45,500,1,1,0
France,Male,41.0,6,153238.88,1,11663.09,422,0,1,0
France,Male,35.0,7,0.0,1,150784.29,615,0,2,0
France,Female,78.0,6,47536.4,1,119400.08,635,1,1,0
France,Female,32.0,1,0.0,1,126188.42,711,0,2,0
France,Male,36.0,8,142882.49,1,89983.02,834,0,1,1
France,Female,44.0,7,0.0,1,29761.29,633,0,2,0
France,Female,31.0,1,160566.11,0,27073.81,650,0,2,0
Germany,Male,65.0,2,131935.51,1,96399.67,743,1,1,1
France,Male,38.0,6,127678.8,0,45422.89,567,0,2,0
Germany,Female,46.0,4,105214.58,1,108699.59,706,0,1,1
France,Male,46.0,9,139859.54,1,38967.29,638,0,1,0
France,Female,38.0,3,0.0,1,116466.19,641,0,2,0
France,Female,34.0,5,112324.45,1,17993.43,574,1,2,0
Germany,Male,30.0,8,134497.27,0,43250.54,642,0,1,0
Spain,Female,35.0,1,120171.58,1,125240.8,722,0,1,0
France,Male,23.0,1,106012.2,0,191415.94,623,1,2,0
France,Male,25.0,5,0.0,0,90860.97,681,1,1,0
France,Female,34.0,8,0.0,0,141872.52,530,1,2,0
France,Female,55.0,10,0.0,1,49418.87,797,1,4,1
France,Male,51.0,3,0.0,1,170426.65,653,0,1,1
Germany,Male,42.0,8,119839.69,0,51016.02,850,1,1,1
Spain,Male,34.0,1,0.0,0,81175.25,581,1,2,0
Germany,Male,38.0,8,92219.21,1,99106.97,589,0,1,0
Germany,Male,48.0,3,142055.41,0,79134.78,555,1,2,0
France,Female,49.0,7,29602.08,0,163550.58,748,0,1,1
France,Female,46.0,7,0.0,1,67769.94,745,1,2,0
France,Male,34.0,1,0.0,1,126592.01,730,1,2,0
France,Female,44.0,1,0.0,0,89602.81,565,1,2,0
France,Male,37.0,3,141803.77,0,179421.84,778,1,1,0
France,Male,24.0,10,0.0,1,156906.15,812,1,2,0
France,Male,42.0,1,0.0,0,168486.02,526,1,1,0
France,Female,47.0,0,126589.12,0,132730.07,708,1,2,1
France,Male,33.0,2,108393.35,0,39057.67,680,1,1,0
Spain,Male,43.0,2,115643.58,0,174606.35,567,0,2,0
Spain,Male,48.0,5,132876.23,1,79259.77,564,0,1,0
France,Female,24.0,3,110949.41,1,168515.61,709,1,1,0
France,Male,46.0,1,130666.2,1,161125.67,629,1,1,1
France,Female,45.0,10,103821.47,0,77878.62,510,1,2,0
France,Female,32.0,3,0.0,1,80823.02,506,1,1,0
France,Male,39.0,7,0.0,0,119348.28,605,1,1,0
Spain,Male,32.0,1,132187.73,1,178331.36,650,1,2,0
Germany,Male,49.0,8,98649.55,1,119174.88,850,0,1,1
Germany,Male,38.0,2,126444.08,1,82662.73,489,1,2,0
Germany,Female,30.0,8,154159.51,1,40441.1,659,0,1,0
France,Female,43.0,5,0.0,1,109881.71,753,0,2,0
Germany,Male,48.0,8,129250.0,1,157937.35,477,1,2,0
Spain,Female,45.0,3,0.0,1,38276.84,610,0,1,1
France,Female,33.0,2,167733.51,1,65222.48,619,1,2,0
Germany,Female,31.0,2,56116.3,0,2181.94,619,0,2,0
France,Female,30.0,3,141581.08,1,156249.06,758,0,1,0
Germany,Male,50.0,7,139675.07,1,45591.23,516,0,2,0
France,Female,27.0,8,66201.96,1,79458.12,789,1,1,0
France,Female,44.0,9,0.0,0,103042.2,687,0,2,1
Germany,Male,34.0,3,133658.24,1,70209.83,485,0,1,0
Germany,Male,25.0,3,136202.78,1,176743.51,446,0,1,0
France,Female,60.0,0,131778.08,0,10703.53,597,0,1,1
Spain,Male,74.0,5,0.0,0,151425.82,712,0,2,0
France,Female,34.0,3,0.0,1,3894.34,522,1,2,0
Germany,Female,26.0,8,42712.87,1,28861.69,805,1,2,0
France,Female,28.0,4,0.0,1,177703.15,781,0,2,0
Spain,Female,57.0,4,0.0,1,136649.8,689,0,2,1
Germany,Male,31.0,1,142631.54,1,175894.24,670,1,2,0
France,Male,33.0,2,141204.65,1,76257.46,670,0,2,0
Germany,Female,25.0,7,131402.21,0,193668.49,524,0,1,0
Spain,Female,39.0,3,92636.96,1,125671.29,734,1,2,0
France,Female,51.0,3,0.0,0,174098.28,489,1,2,1
Germany,Female,31.0,5,102088.68,0,187866.21,578,0,4,1
Spain,Male,39.0,9,0.0,0,100862.36,622,1,2,0
France,Female,38.0,8,134887.53,1,10804.04,843,1,1,0
France,Male,48.0,4,0.0,1,170893.85,687,1,2,0
Spain,Male,28.0,8,159900.38,0,22698.56,700,0,1,0
Germany,Female,50.0,2,102278.79,1,89822.48,410,0,2,0
France,Female,41.0,0,0.0,0,175262.49,537,1,2,0
France,Female,43.0,0,0.0,0,15705.27,780,1,1,0
Spain,Male,58.0,6,0.0,0,170025.43,652,1,2,0
Germany,Male,35.0,0,76989.97,1,17242.79,620,1,1,0
France,Female,23.0,10,0.0,1,79734.23,697,1,2,0
France,Male,35.0,3,0.0,1,92712.97,786,0,2,0
Germany,Female,39.0,5,114491.82,1,99689.48,850,0,1,0
Germany,Male,54.0,3,144768.94,1,93336.3,749,0,1,1
France,Male,31.0,7,145056.59,1,175893.53,445,1,1,0
Germany,Male,50.0,3,117206.3,1,42840.18,443,0,1,1
Germany,Male,41.0,2,138014.4,1,140298.24,637,0,2,0
Germany,Female,45.0,6,128352.59,1,144000.59,616,1,3,1
France,Female,23.0,1,112568.31,1,113408.11,756,1,1,0
France,Male,33.0,2,0.0,1,96420.58,644,0,1,0
Germany,Male,41.0,1,176958.46,0,125806.3,850,1,2,0
Germany,Female,38.0,9,99167.54,1,65720.92,703,0,1,0
Spain,Female,42.0,3,103210.27,1,31002.03,684,0,1,0
Germany,Female,48.0,10,104478.12,0,158248.71,706,1,3,1
Spain,Male,61.0,8,125921.37,1,94677.83,580,1,1,0
Spain,Female,35.0,3,0.0,1,17257.72,777,1,2,0
Germany,Male,48.0,3,80697.44,0,101397.86,676,0,1,0
France,Female,44.0,2,161887.81,1,84870.23,708,0,2,0
France,Male,24.0,7,109558.36,1,183515.13,809,0,1,0
France,Male,38.0,1,124271.26,1,75969.19,588,0,1,0
France,Male,43.0,1,0.0,1,146379.3,623,1,2,0
Spain,Male,42.0,1,190569.23,0,127154.8,537,1,1,0
Spain,Male,53.0,2,143923.96,1,2019.78,536,0,1,1
France,Male,48.0,2,96542.16,0,197885.72,769,1,2,0
France,Male,33.0,5,0.0,1,138017.68,690,0,2,0
Spain,Male,45.0,0,139825.56,0,170984.97,771,0,1,1
Germany,Male,24.0,6,111769.14,1,55859.27,497,0,2,0
Spain,Male,37.0,4,0.0,1,4459.5,622,0,2,0
Spain,Male,30.0,9,113672.18,0,102135.92,602,0,2,0
France,Female,32.0,7,147256.86,1,112771.95,543,0,1,0
Spain,Male,45.0,7,107023.03,1,32903.93,520,0,1,0
France,Male,37.0,1,125529.55,1,162260.93,669,1,1,0
Spain,Female,41.0,0,0.0,0,87959.83,631,0,1,0
Germany,Male,48.0,4,131834.8,1,166476.95,537,0,1,1
France,Male,62.0,2,0.0,1,25438.87,732,1,2,0
Spain,Male,56.0,5,99529.7,0,157230.06,844,1,1,1
Spain,Male,35.0,0,0.0,0,197305.91,838,1,2,0
France,Male,27.0,10,107303.72,0,44435.76,652,0,2,0
France,Male,33.0,0,72783.42,0,181051.99,660,0,1,0
Spain,Female,44.0,8,0.0,0,159069.37,692,1,1,0
France,Female,35.0,0,0.0,1,155485.24,588,1,2,0
Germany,Female,22.0,10,115743.6,0,43852.05,533,0,1,0
France,Male,43.0,4,161256.53,1,140071.57,850,1,1,0
France,Male,27.0,8,0.0,1,49089.36,511,1,2,0
Spain,Male,44.0,6,0.0,0,55893.37,530,0,2,0
France,Male,31.0,1,0.0,0,192660.55,554,1,2,0
Germany,Female,40.0,3,162261.01,1,137028.51,585,0,2,0
France,Male,39.0,3,74896.33,0,34430.16,754,0,1,0
France,Male,54.0,3,0.0,1,108409.17,474,0,1,1
Germany,Male,35.0,0,144037.6,1,145325.32,837,0,1,0
France,Female,23.0,9,93522.2,0,81425.61,567,1,1,0
Spain,Male,38.0,1,0.0,1,51553.43,800,0,2,0
France,Male,18.0,10,0.0,0,52795.15,646,1,2,0
Germany,Male,38.0,8,106922.92,0,84270.09,627,1,2,0
France,Male,26.0,8,112972.57,1,145011.62,505,0,1,0
Germany,Female,35.0,1,123042.0,1,66245.44,566,0,1,1
Germany,Female,33.0,3,100488.92,0,36446.74,619,1,2,0
France,Female,44.0,4,123322.15,1,137136.29,757,0,1,0
France,Male,32.0,0,0.0,0,117323.31,648,1,1,0
Spain,Male,42.0,8,68683.68,1,74157.71,621,1,1,0
Germany,Male,49.0,6,59532.18,1,104253.56,543,0,1,0
France,Female,43.0,7,140260.36,1,2748.72,658,0,2,0
Germany,Male,50.0,7,88302.65,1,195937.16,633,1,1,0
France,Female,19.0,1,0.0,0,22101.86,648,1,2,0
Germany,Male,40.0,5,114655.58,0,126535.92,501,0,1,0
France,Female,42.0,4,148283.94,1,44692.63,683,1,1,1
Spain,Female,38.0,1,0.0,1,112442.63,619,0,1,1
France,Female,35.0,3,0.0,0,66331.01,705,1,2,0
Germany,Female,53.0,1,123916.67,1,16657.68,638,0,1,1
France,Female,31.0,1,0.0,1,20081.3,710,0,2,0
France,Female,54.0,4,0.0,1,93820.49,590,1,2,1
France,Male,43.0,2,165896.0,1,130795.52,725,0,2,0
France,Female,32.0,0,0.0,1,160129.99,638,0,2,0
France,Male,36.0,6,111168.97,1,189969.91,791,1,1,0
France,Female,40.0,1,103549.24,0,9712.52,702,0,1,1
France,Female,32.0,6,0.0,0,196062.01,607,0,2,0
France,Male,30.0,6,103804.97,1,125710.53,535,1,1,0
France,Male,45.0,2,165901.59,1,23054.51,651,0,2,1
Germany,Male,59.0,8,119152.1,1,170679.74,506,1,2,0
Spain,Female,57.0,8,122950.31,1,181258.76,511,1,1,0
France,Female,51.0,1,0.0,1,22835.13,757,1,1,1
Germany,Male,49.0,1,133384.66,1,102397.22,768,0,1,1
France,Male,32.0,9,0.0,1,115950.96,757,0,2,0
Spain,Male,64.0,6,0.0,0,15876.52,663,1,2,0
Germany,Female,37.0,7,158411.95,1,117690.58,537,1,4,1
Germany,Male,29.0,4,122028.65,1,173792.77,570,1,2,0
France,Female,35.0,5,0.0,1,80992.8,850,1,1,0
Germany,Female,64.0,8,128751.65,1,189398.18,661,0,2,1
France,Male,54.0,8,133436.52,1,56787.8,659,0,1,0
Spain,Male,40.0,2,123177.01,1,148309.98,454,0,1,0
France,Female,59.0,2,0.0,1,179673.11,708,0,1,1
France,Female,37.0,2,120328.88,1,138470.21,720,1,2,0
France,Female,39.0,1,130147.98,1,163798.41,785,0,1,1
Spain,Female,36.0,8,92716.96,1,33693.78,743,1,1,0
Spain,Female,48.0,7,0.0,1,48545.1,493,0,2,0
Spain,Male,34.0,3,0.0,0,123427.98,557,1,1,0
France,Male,40.0,1,76914.21,1,174183.44,850,0,1,0
France,Female,32.0,3,106045.92,1,17938.0,799,1,2,0
France,Male,34.0,1,103133.26,1,90059.04,756,1,1,0
France,Male,38.0,0,145974.79,1,137694.23,752,1,2,0
Spain,Female,36.0,3,0.0,1,65039.9,696,0,3,0
Spain,Female,49.0,1,0.0,0,162858.29,630,1,2,0
Spain,Female,38.0,9,0.0,1,35701.06,659,1,2,0
Spain,Male,39.0,9,0.0,1,18826.06,685,1,2,0
Spain,Female,31.0,3,0.0,1,130086.47,599,1,1,1
Spain,Female,31.0,1,139183.06,0,143360.56,559,1,1,0
Spain,Male,19.0,5,0.0,1,159920.92,615,0,2,0
Germany,Female,36.0,3,74974.89,1,12099.67,580,1,1,0
Spain,Male,44.0,6,61691.45,1,53087.98,487,1,1,0
Germany,Female,35.0,1,121952.75,1,142839.82,646,1,2,0
France,Female,35.0,7,0.0,1,178.19,811,1,1,0
Spain,Male,35.0,5,0.0,1,105618.14,526,1,2,0
Spain,Male,37.0,7,0.0,1,24734.25,767,1,2,0
France,Female,33.0,1,80107.83,0,82245.67,548,1,2,0
Spain,Female,45.0,2,0.0,0,177695.67,737,1,2,0
Germany,Male,40.0,1,147856.82,0,107961.11,613,0,3,1
Spain,Male,36.0,8,0.0,1,55207.41,711,0,2,0
Spain,Female,53.0,7,65407.16,0,182633.63,850,0,2,1
France,Female,53.0,8,114233.18,1,51587.04,752,1,1,0
France,Female,37.0,5,0.0,1,115403.31,710,0,2,0
Spain,Female,53.0,7,187602.18,1,186392.99,664,0,1,1
France,Female,22.0,3,156834.34,0,44374.44,510,0,1,0
France,Female,34.0,2,0.0,1,84033.35,577,1,2,0
France,Male,42.0,1,157498.9,1,82276.62,529,1,1,0
Spain,Female,44.0,9,0.0,1,177528.92,757,0,2,0
France,Male,41.0,2,0.0,1,56850.92,691,1,1,1
Spain,Male,34.0,8,0.0,0,47972.65,621,0,1,0
Spain,Male,35.0,2,0.0,1,104982.39,709,0,2,0
Spain,Male,19.0,4,130274.22,1,133535.29,756,1,1,0
France,Female,41.0,6,0.0,1,25571.37,788,1,1,0
France,Female,39.0,5,149379.66,1,96075.55,705,0,2,0
France,Male,29.0,9,0.0,1,81634.45,483,1,1,0
Spain,Male,35.0,1,100829.94,1,165008.97,719,1,1,0
Germany,Female,32.0,1,96408.98,1,138191.81,793,1,1,0
France,Male,41.0,6,0.0,1,99136.49,593,1,2,0
France,Male,52.0,1,0.0,0,63584.55,551,0,1,1
France,Male,39.0,6,0.0,1,160532.88,690,0,2,0
France,Male,71.0,5,149105.08,0,162683.06,823,1,1,0
Spain,Male,39.0,3,0.0,1,134878.19,512,0,1,0
Spain,Male,41.0,5,0.0,1,134626.3,802,1,2,0
Spain,Female,34.0,2,0.0,1,175480.93,450,0,2,0
Germany,Male,41.0,1,90218.11,1,174337.68,651,0,1,0
France,Female,33.0,1,87347.7,1,172524.51,697,0,1,0
France,Male,28.0,2,0.0,0,25395.83,611,0,2,0
France,Female,33.0,0,137811.75,1,184856.89,643,1,1,0
France,Male,37.0,3,105563.0,1,182624.93,822,0,1,0
France,Male,38.0,4,0.0,0,192505.62,632,0,2,0
Spain,Female,26.0,7,0.0,1,112507.63,575,0,2,0
France,Male,31.0,6,91125.75,1,177295.92,672,0,1,0
Spain,Male,39.0,3,0.0,0,12465.51,517,1,2,0
Spain,Male,39.0,8,0.0,1,36122.96,621,0,2,0
Germany,Female,77.0,6,135120.56,1,37836.64,775,0,1,0
France,Male,29.0,8,0.0,0,34747.43,600,1,2,0
France,Male,28.0,7,0.0,1,131097.9,640,1,2,0
France,Female,36.0,1,86837.95,1,105280.55,752,1,1,0
France,Male,26.0,4,100446.57,0,149653.81,613,1,1,0
France,Female,32.0,3,0.0,1,139390.99,484,1,2,0
France,Female,33.0,3,0.0,1,132436.71,511,0,2,0
France,Female,32.0,2,0.0,0,179705.13,745,1,4,1
Spain,Female,32.0,6,114512.59,1,15796.66,786,0,1,0
France,Male,35.0,5,136364.46,0,142754.71,727,0,1,0
France,Male,31.0,5,106260.67,1,2578.43,622,1,1,0
France,Male,24.0,10,146126.75,1,88992.05,794,1,1,0
Spain,Male,52.0,4,111284.53,0,32936.44,636,1,1,1
Spain,Female,42.0,9,121056.63,1,39122.58,741,0,2,0
France,Male,34.0,5,128270.56,1,191092.62,687,0,1,0
Spain,Male,30.0,4,0.0,1,129149.06,660,0,2,0
France,Male,35.0,7,0.0,1,13218.6,660,0,2,0
France,Female,79.0,7,0.0,1,160589.18,617,1,1,0
France,Male,32.0,10,191775.65,1,179657.83,762,0,1,0
Spain,Female,35.0,2,0.0,1,44335.54,752,0,1,1
Spain,Male,34.0,4,85141.79,1,29217.37,561,1,2,0
France,Male,26.0,10,126392.18,0,43651.49,609,1,1,0
France,Male,28.0,3,0.0,1,159654.0,803,0,2,0
France,Female,40.0,9,129860.37,0,17992.94,556,0,1,0
France,Female,53.0,5,127642.44,1,141501.45,531,0,1,1
France,Female,35.0,2,0.0,1,93825.78,411,1,2,0
Germany,Female,44.0,5,125584.17,1,41852.24,587,1,2,1
Spain,Male,56.0,7,50911.21,0,97629.31,683,0,3,1
France,Male,29.0,2,91955.61,1,37065.66,654,0,1,0
Germany,Female,36.0,2,84266.44,0,38614.69,670,0,2,0
France,Female,36.0,2,147149.59,1,87816.86,655,1,1,0
France,Female,36.0,7,0.0,1,184866.86,752,0,2,0
France,Female,23.0,5,104822.45,0,160176.47,534,1,1,0
France,Male,42.0,1,146766.72,0,164357.1,635,1,2,0
Germany,Male,70.0,6,148745.92,1,17818.33,491,1,2,0
France,Male,27.0,9,0.0,1,142680.64,516,0,1,1
France,Female,48.0,0,0.0,1,85081.09,530,0,1,0
Spain,Male,35.0,3,0.0,1,176450.19,687,1,2,0
France,Female,41.0,6,135203.81,1,121967.88,684,1,2,0
